x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.14,1975-01-14 00:00:00,QC,1975,1,14,-12,,-20.6,,-3.3,,,,,,,,,,,,,,0,,30,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.15,1975-01-15 00:00:00,QC,1975,1,15,-16.1,,-22.8,,-9.4,,,,,,,,,,,,,,0,,34.1,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.16,1975-01-16 00:00:00,QC,1975,1,16,-20,,-26.1,,-13.9,,,,,,,,,,,,,,0,,38,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.17,1975-01-17 00:00:00,QC,1975,1,17,-25.3,,-31.1,,-19.4,,,,,,,,,,,,,,0,,43.3,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.18,1975-01-18 00:00:00,QC,1975,1,18,-19.2,,-35.6,,-2.8,,,,,,,,,,,,,,0,,37.2,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.19,1975-01-19 00:00:00,QC,1975,1,19,-13.1,,-22.2,,-3.9,,,,,,,,,,,,,,0,,31.1,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.20,1975-01-20 00:00:00,QC,1975,1,20,-28.6,,-32.8,,-24.4,,,,,,,,,,,,,,0,,46.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.21,1975-01-21 00:00:00,QC,1975,1,21,-19.2,,-34.4,,-3.9,,,,,,,,,,,,,,0,,37.2,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.22,1975-01-22 00:00:00,QC,1975,1,22,-13.6,,-23.3,,-3.9,,,,,,,,,,,,,,0,,31.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.23,1975-01-23 00:00:00,QC,1975,1,23,-22.5,,-34.4,,-10.6,,,,,,,,,,,,,,0,,40.5,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.24,1975-01-24 00:00:00,QC,1975,1,24,-18.1,,-26.1,,-10,,,,,,,,,,,,,,0,,36.1,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.25,1975-01-25 00:00:00,QC,1975,1,25,-15.6,,-21.7,,-9.4,,,,,,,,,,,,,,0,,33.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.26,1975-01-26 00:00:00,QC,1975,1,26,-16.4,,-22.2,,-10.6,,,,,,,,,,,,,,0,,34.4,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.27,1975-01-27 00:00:00,QC,1975,1,27,-16.9,,-24.4,,-9.4,,,,,,,,,,,,,,0,,34.9,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.28,1975-01-28 00:00:00,QC,1975,1,28,-14.7,,-19.4,,-10,,,,,,,,,,,,,,0,,32.7,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.29,1975-01-29 00:00:00,QC,1975,1,29,-17.2,,-23.3,,-11.1,,,,,,,,,,,,,,0,,35.2,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.30,1975-01-30 00:00:00,QC,1975,1,30,-17.5,,-25,,-10,,,,,,,,,,,,,,0,,35.5,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.1.31,1975-01-31 00:00:00,QC,1975,1,31,-25,,-38.3,,-11.7,,,,,,,,,,,,,,0,,43,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.1,1975-02-01 00:00:00,QC,1975,2,1,,M,,M,,M,,,,,,,,,,,,,,M,,M,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.2,1975-02-02 00:00:00,QC,1975,2,2,,M,,M,,M,,,,,,,,,,,,,,M,,M,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.3,1975-02-03 00:00:00,QC,1975,2,3,,M,,M,,M,,,,,,,,,,,,,,M,,M,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.4,1975-02-04 00:00:00,QC,1975,2,4,,M,,M,,M,,,,,,,,,,,,,,M,,M,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.5,1975-02-05 00:00:00,QC,1975,2,5,,M,,M,,M,,,,,,,,,,,,,,M,,M,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.6,1975-02-06 00:00:00,QC,1975,2,6,,M,,M,,M,,,,,,,,,,,,,,M,,M,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.7,1975-02-07 00:00:00,QC,1975,2,7,,M,,M,,M,,,,,,,,,,,,,,M,,M,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.8,1975-02-08 00:00:00,QC,1975,2,8,,M,,M,,M,,,,,,,,,,,,,,M,,M,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.9,1975-02-09 00:00:00,QC,1975,2,9,,M,,M,,M,,,,,,,,,,,,,,M,,M,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.10,1975-02-10 00:00:00,QC,1975,2,10,-28.6,,-34.4,,-22.8,,,,,,,,,,,,,,0,,46.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.11,1975-02-11 00:00:00,QC,1975,2,11,-27.5,,-37.8,,-17.2,,,,,,,,,,,,,,0,,45.5,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.12,1975-02-12 00:00:00,QC,1975,2,12,-23.3,,-33.3,,-13.3,,,,,,,,,,,,,,0,,41.3,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.13,1975-02-13 00:00:00,QC,1975,2,13,-23.1,,-32.8,,-13.3,,,,,,,,,,,,,,0,,41.1,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.14,1975-02-14 00:00:00,QC,1975,2,14,-13.6,,-22.2,,-5,,,,,,,,,,,,,,0,,31.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.15,1975-02-15 00:00:00,QC,1975,2,15,-14.7,,-26.1,,-3.3,,,,,,,,,,,,,,0,,32.7,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.16,1975-02-16 00:00:00,QC,1975,2,16,-14.8,,-25.6,,-3.9,,,,,,,,,,,,,,0,,32.8,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.17,1975-02-17 00:00:00,QC,1975,2,17,-14.8,,-22.8,,-6.7,,,,,,,,,,,,,,0,,32.8,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.18,1975-02-18 00:00:00,QC,1975,2,18,-10,,-15.6,,-4.4,,,,,,,,,,,,,,0,,28,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.19,1975-02-19 00:00:00,QC,1975,2,19,-5.6,,-9.4,,-1.7,,,,,,,,,,,,,,0,,23.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.20,1975-02-20 00:00:00,QC,1975,2,20,-5.6,,-12.2,,1.1,,,,,,,,,,,,,,0,,23.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.21,1975-02-21 00:00:00,QC,1975,2,21,-4.2,,-10,,1.7,,,,,,,,,,,,,,0,,22.2,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.22,1975-02-22 00:00:00,QC,1975,2,22,-5.6,,-12.2,,1.1,,,,,,,,,,,,,,0,,23.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.23,1975-02-23 00:00:00,QC,1975,2,23,-6.1,,-11.1,,-1.1,,,,,,,,,,,,,,0,,24.1,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.24,1975-02-24 00:00:00,QC,1975,2,24,-7.5,,-16.1,,1.1,,,,,,,,,,,,,,0,,25.5,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.25,1975-02-25 00:00:00,QC,1975,2,25,-2,,-6.7,,2.8,,,,,,,,,,,,,,0,,20,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.26,1975-02-26 00:00:00,QC,1975,2,26,-3.9,,-9.4,,1.7,,,,,,,,,,,,,,0,,21.9,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.27,1975-02-27 00:00:00,QC,1975,2,27,-8.6,,-17.8,,0.6,,,,,,,,,,,,,,0,,26.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.2.28,1975-02-28 00:00:00,QC,1975,2,28,-6.1,,-13.3,,1.1,,,,,,,,,,,,,,0,,24.1,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.1,1975-03-01 00:00:00,QC,1975,3,1,-6.7,,-10.6,,-2.8,,0,,0,,0,,,,,,,,0,,24.7,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.2,1975-03-02 00:00:00,QC,1975,3,2,-3.6,,-8.3,,1.1,,0,,0,,0,,,,,,,,0,,21.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.3,1975-03-03 00:00:00,QC,1975,3,3,-4.7,,-11.1,,1.7,,0,,0,,0,,,,,,,,0,,22.7,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.4,1975-03-04 00:00:00,QC,1975,3,4,-4.5,,-10,,1.1,,0,,0,,0,,,,,,,,0,,22.5,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.5,1975-03-05 00:00:00,QC,1975,3,5,-5.3,,-10,,-0.6,,0,,0,,0,,,,,,,,0,,23.3,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.6,1975-03-06 00:00:00,QC,1975,3,6,-13.1,,-22.2,,-3.9,,0,,0,,0,,,,,,,,0,,31.1,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.7,1975-03-07 00:00:00,QC,1975,3,7,-5.3,,-9.4,,-1.1,,0,,0,,0,,,,,,,,0,,23.3,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.8,1975-03-08 00:00:00,QC,1975,3,8,-5.3,,-10,,-0.6,,2.5,,0,,2.5,,,,,,,,0,,23.3,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.9,1975-03-09 00:00:00,QC,1975,3,9,-8.4,,-15,,-1.7,,0,,0,,0,,,,,,,,0,,26.4,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.10,1975-03-10 00:00:00,QC,1975,3,10,-13.9,,-24.4,,-3.3,,0,,0,,0,,,,,,,,0,,31.9,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.11,1975-03-11 00:00:00,QC,1975,3,11,-11.1,,-19.4,,-2.8,,0,,0,,0,,,,,,,,0,,29.1,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.12,1975-03-12 00:00:00,QC,1975,3,12,-5.8,,-13.3,,1.7,,10.2,,0,,10.2,,,,,,,,0,,23.8,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.13,1975-03-13 00:00:00,QC,1975,3,13,-1.7,,-6.7,,3.3,,0,T,0,,0,T,,,,,,,0,,19.7,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.14,1975-03-14 00:00:00,QC,1975,3,14,-4.8,,-13.9,,4.4,,0,,0,,0,,,,,,,,0,,22.8,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.15,1975-03-15 00:00:00,QC,1975,3,15,-3.3,,-12.2,,5.6,,0,,0,,0,,,,,,,,0,,21.3,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.16,1975-03-16 00:00:00,QC,1975,3,16,-2.5,,-9.4,,4.4,,0,,0,,0,,,,,,,,0,,20.5,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.17,1975-03-17 00:00:00,QC,1975,3,17,-1.4,,-9.4,,6.7,,0,,0,,0,,,,,,,,0,,19.4,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.18,1975-03-18 00:00:00,QC,1975,3,18,-3.3,,-13.3,,6.7,,0,,0,,0,,,,,,,,0,,21.3,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.19,1975-03-19 00:00:00,QC,1975,3,19,0.6,,-6.1,,7.2,,11.2,,11.2,,0,,,,,,,,0,,17.4,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.20,1975-03-20 00:00:00,QC,1975,3,20,3.4,,0,,6.7,,45.7,,45.7,,0,T,,,,,,,0,,14.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.21,1975-03-21 00:00:00,QC,1975,3,21,-2.2,,-10,,5.6,,4.6,,0,,4.6,,,,,,,,0,,20.2,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.22,1975-03-22 00:00:00,QC,1975,3,22,1.1,,-6.7,,8.9,,0,,0,,0,,,,,,,,0,,16.9,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.23,1975-03-23 00:00:00,QC,1975,3,23,-0.6,,-7.8,,6.7,,0,,0,,0,,,,,,,,0,,18.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.24,1975-03-24 00:00:00,QC,1975,3,24,-5.6,,-13.3,,2.2,,0,,0,,0,,,,,,,,0,,23.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.25,1975-03-25 00:00:00,QC,1975,3,25,-2.3,,-7.8,,3.3,,5.1,,0,,5.1,,,,,,,,0,,20.3,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.26,1975-03-26 00:00:00,QC,1975,3,26,-1.1,,-4.4,,2.2,,0,,0,,0,,,,,,,,0,,19.1,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.27,1975-03-27 00:00:00,QC,1975,3,27,-2.3,,-5.6,,1.1,,0,,0,,0,,,,,,,,0,,20.3,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.28,1975-03-28 00:00:00,QC,1975,3,28,-5.3,,-10.6,,0,,0,,0,,0,,,,,,,,0,,23.3,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.29,1975-03-29 00:00:00,QC,1975,3,29,-7,,-17.2,,3.3,,0,,0,,0,,,,,,,,0,,25,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.30,1975-03-30 00:00:00,QC,1975,3,30,-1.4,,-6.7,,3.9,,0,,0,,0,,,,,,,,0,,19.4,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.3.31,1975-03-31 00:00:00,QC,1975,3,31,-1.7,,-6.7,,3.3,,0,,0,,0,,,,,,,,0,,19.7,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.1,1975-04-01 00:00:00,QC,1975,4,1,-8.6,,-18.3,,1.1,,0,,0,,0,,,,,,,,0,,26.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.2,1975-04-02 00:00:00,QC,1975,4,2,-9.5,,-21.7,,2.8,,0,,0,,0,,,,,,,,0,,27.5,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.3,1975-04-03 00:00:00,QC,1975,4,3,-3.7,,-11.7,,4.4,,2.5,,0,,2.5,,,,,,,,0,,21.7,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.4,1975-04-04 00:00:00,QC,1975,4,4,-1.4,,-6.7,,3.9,,10.2,,0,,10.2,,,,,,,,0,,19.4,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.5,1975-04-05 00:00:00,QC,1975,4,5,-2.8,,-5.6,,0,,0,T,0,,0,T,,,,,,,0,,20.8,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.6,1975-04-06 00:00:00,QC,1975,4,6,-0.9,,-6.7,,5,,0,,0,,0,,,,,,,,0,,18.9,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.7,1975-04-07 00:00:00,QC,1975,4,7,0.3,,-5.6,,6.1,,0,,0,,0,,,,,,,,0,,17.7,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.8,1975-04-08 00:00:00,QC,1975,4,8,0,,-4.4,,4.4,,5.1,,0,,5.1,,,,,,,,0,,18,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.9,1975-04-09 00:00:00,QC,1975,4,9,0.3,,-2.8,,3.3,,0,T,0,,0,T,,,,,,,0,,17.7,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.10,1975-04-10 00:00:00,QC,1975,4,10,-0.8,,-4.4,,2.8,,0,,0,,0,,,,,,,,0,,18.8,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.11,1975-04-11 00:00:00,QC,1975,4,11,-0.9,,-5.6,,3.9,,0,,0,,0,,,,,,,,0,,18.9,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.12,1975-04-12 00:00:00,QC,1975,4,12,-1.2,,-5.6,,3.3,,0,,0,,0,,,,,,,,0,,19.2,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.13,1975-04-13 00:00:00,QC,1975,4,13,0.6,,-5.6,,6.7,,0,,0,,0,,,,,,,,0,,17.4,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.14,1975-04-14 00:00:00,QC,1975,4,14,1.1,,-5,,7.2,,0,,0,,0,,,,,,,,0,,16.9,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.15,1975-04-15 00:00:00,QC,1975,4,15,1.7,,-3.9,,7.2,,0,,0,,0,,,,,,,,0,,16.3,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.16,1975-04-16 00:00:00,QC,1975,4,16,1.7,,-5.6,,8.9,,0,,0,,0,,,,,,,,0,,16.3,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.17,1975-04-17 00:00:00,QC,1975,4,17,3.1,,-3.9,,10,,0,,0,,0,,,,,,,,0,,14.9,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.18,1975-04-18 00:00:00,QC,1975,4,18,2.5,,-1.1,,6.1,,5.6,,5.6,,0,,,,,,,,0,,15.5,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.19,1975-04-19 00:00:00,QC,1975,4,19,4.8,,2.8,,6.7,,12.7,,12.7,,0,,,,,,,,0,,13.2,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.20,1975-04-20 00:00:00,QC,1975,4,20,3.1,,-1.1,,7.2,,0,,0,,0,,,,,,,,0,,14.9,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.21,1975-04-21 00:00:00,QC,1975,4,21,0.3,,-2.8,,3.3,,0,,0,,0,,,,,,,,0,,17.7,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.22,1975-04-22 00:00:00,QC,1975,4,22,-1.7,,-10,,6.7,,0,,0,,0,,,,,,,,0,,19.7,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.23,1975-04-23 00:00:00,QC,1975,4,23,-1.4,,-5.6,,2.8,,0,,0,,0,,,,,,,,0,,19.4,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.24,1975-04-24 00:00:00,QC,1975,4,24,-3.1,,-10.6,,4.4,,8.9,,8.9,,0,,,,,,,,0,,21.1,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.25,1975-04-25 00:00:00,QC,1975,4,25,1.7,,0,,3.3,,0,T,0,T,0,,,,,,,,0,,16.3,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.26,1975-04-26 00:00:00,QC,1975,4,26,1.4,,0,,2.8,,5.1,,0,,5.1,,,,,,,,0,,16.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.27,1975-04-27 00:00:00,QC,1975,4,27,0,,-1.1,,1.1,,6.1,,0,,6.1,,,,,,,,0,,18,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.28,1975-04-28 00:00:00,QC,1975,4,28,1.4,,-0.6,,3.3,,0,,0,,0,,,,,,,,0,,16.6,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.29,1975-04-29 00:00:00,QC,1975,4,29,3.1,,-1.1,,7.2,,0,,0,,0,,,,,,,,0,,14.9,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.4.30,1975-04-30 00:00:00,QC,1975,4,30,7.2,,2.2,,12.2,,0,,0,,0,,,,,,,,0,,10.8,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.5.1,1975-05-01 00:00:00,QC,1975,5,1,5,,-1.7,,11.7,,0,,0,,0,,,,,,,,0,,13,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.5.2,1975-05-02 00:00:00,QC,1975,5,2,6.7,,-0.6,,13.9,,0,,0,,0,,,,,,,,0,,11.3,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.5.3,1975-05-03 00:00:00,QC,1975,5,3,7,,1.1,,12.8,,0,,0,,0,,,,,,,,0,,11,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.5.4,1975-05-04 00:00:00,QC,1975,5,4,4.2,,0,,8.3,,0,,0,,0,,,,,,,,0,,13.8,,,,,
-67.61666666666666,49.31666666666667,GODBOUT,7042749,7042749.1975.5.5,1975-05-05 00:00:00,QC,1975,5,5,3.9,,-2.8,,10.6,,0,,0,,0,,,,,,,,0,,14.1,,,,,
